claim_id,claim_text,split
210,We must hold a referendum on UK membership in the EU,train
832,The United States is justified in using private military firms abroad to pursue its military objectives,train
761,Atheist countries are more benevolent,test
835,Co2 Does Not Cause Global Warming,dev
840,The ‘war on terror’ is winnable,train
752,A Ban on Shark Fin Soup Is Necessary to Protect the Shark from Extinction,test
778,Governments Should Put Wealth Redistribution Ahead Of Wealth Creation,test
79,South Ossetia should be independent,train
529,Show the darker side of the formation of the nation,test
720,It is selfish to have more than two children,train
820,"Use of goal line technology in football is overdue, and can only lead to benefits.",test
533,Western universities should only place satellites in states that respect free speech,train
170,Religion does more harm than good,train
372,The ICC should have its own enforcement arm,test
194,I believe in manned space flight,dev
71,The 2022 Football World Cup must be moved to the winter,test
719,"G20 protests – at best a waste of time, at worst a dangerous disruption",train
837,Cars Should Be Banned From City Centres,dev
370,The United States should ban assault weapons,train
670,The teaching of Shakespeare should be compulsory,train
137,I believe in the Right to be forgotten,train
118,Homosexuals should be able to adopt,train
277,The West should invade Syria,train
779,physical fitness is better than mental fitness,test
904,The threat of Climate Change is exaggerated,test
472,Women are the key to Africa’s economic future,train
926,The agreement between Russia and Great Britain in 1907 was inevitable,test
94,The right to asylum should not be absolute,test
464,Allow pharmaceutical companies to advertise directly to consumers,dev
687,Unilateral nuclear disarmament is the best way to create a safer world,train
712,Improving access to contraception will lower the number of teenage pregnancies,train
246,The northern Ireland would be better off if united with the Republic of Ireland,test
735,It should be compulsory for all mothers to breastfeed for the first six months of their babies lives,dev
174,The Church of England should be separated from the British state.,train
269,"We must be a libertarian; right or left, right or wrong",test
831,The Private Education System Should Be Abolished,dev
603,Sanctuary cities are beneficial,train
708,Swearing should be illegal,train
453,Promote safe sex through education at schools,dev
858,Remotely Controlled Weapons Systems Should Not Be Used In Combat,train
750,Books will be replaced at some point,train
869,Children Should Have The Right To Vote In Elections,train
489,Julian Assange is a journalist,dev
328,The African Union can meet its pledge to end all war on the continent by 2020,train
424,Israel should return to its pre-1967 borders,test
501,Abolish standardized tests for University Admission,dev
73,Positive discrimination must be used to put more women in parliament,dev
105,Security profiling at airports is justified,test
183,German prosecutors should investigate NSA surveillance of Angela Merkel,test
619,Women should be allowed on the front line,train
57,English has to become the official language of the United States,train
915,There is life on other planets,test
261,We must support the Scottish Independence,test
336,Individuals who have committed atrocities in the Syrian Civil War should be investigated by the ICC,train
992,We should prize freedom over security and abolish anti-terrorism legislation,train
581,People should become vegetarian,train
468,A fat tax should be implemented.,train
178,"Remove the words ""under God"" from the American Pledge of Allegiance",train
983,It does matter where you go to university or college,test
139,Western companies have to incentivised to build software that provides anonymity to those involved in uprisings,dev
844,Physical Chastisement of Children Should Be Illegal,dev
31,A common EU foreign policy should be favored,train
848,The USA Legal Drinking Age Should Be Lowered to 18 From 21,train
713,Too much importance is placed upon correct spelling and grammar,train
999,Leaders of countries that use extra-territorial rendition should be tried for war crimes,train
332,The Egyptian army was right to depose Morsi,train
510,Parents should be held responsible for their school-going children's discipline problems,dev
153,Internet service providers should be allowed to block access to extremist websites,train
966,Music that glorifies violence against women should be banned,train
272,Russia needs strong leadership,train
849,There Should be an English Parliament,test
313,Suicide should be a criminal offence,train
890,Online education does more good than harm,dev
669,Music should be free for all,test
482,The lack of investment in teachers is the greatest barrier to achieving universal primary education,dev
498,The payment of welfare benefits to parents should be tied to their children's school attendance records,train
465,Employees Should Be Compelled To Disclose Their HIV Status to Employers,train
923,Minors Should Be Able to Obtain Abortions Without Parental Consent,train
172,Belief in God is irrational,train
55,Danish newspapers should not have published cartoons depicting the Prophet Mohammed,test
456,A “fat tax” should be introduced.,train
159,The government of Uganda has failed its citizens over LGBT rights,dev
404,We should support the creation of a Free Trade Area of the Americas,train
902,The Illegality Of Recreational Drugs Does More Harm Than Good,test
479,Implent the Virtual Doctor Project in Zambia,train
434,We should drop the sanctions against Cuba.,test
617,Use and Misuse of Internet,test
54,The sale of violent video games/censor violent video games should be illegal,train
337,European Parliament elections should involve only one voting district: all of Europe and not separate country seats,train
44,The BBC should be free to blaspheme,train
181,Tanzania’s taxation on mobile phones is a good model,test
274,Terrorists Should Be Subject to the Geneva Conventions,train
157,Forced evictions are necessary for African cities to become global players.,train
1000,Public health concerns justify compulsory immunization,dev
595,Cell phone radiation is safe,dev
126,Countries with very harsh training methods from participating in international competitions should be banned.,train
874,Space should not be used for military purposes,train
695,Money Is the Root of All Evil,train
364,Post conflict peace cannot be sustained without impartial justice,train
855,Plastic Bags should be banned,test
995,Heavy drinkers should be denied liver transplants,train
830,University Fees Should Be Scrapped,dev
290,We should support enforcing term limits on the executive branch of government,test
586,Students should have to wear school uniforms,train
135,Indiscriminate NSA surveillance of the rest of the world hurts the United States,train
324,Launching a military coup against a democratic government can be justified,test
52,There should be a legally mandated ceiling on weekly working hours,train
342,"The world has to intervene in Syria to prevent, or respond to, the use of chemical weapons",train
264,Bribery is sometimes acceptable,test
238,Opinion polls harm the democratic process,test
775,The welfare system should be replaced with a negative income-tax model,train
425,The world should intervene to prevent the collapse of the state in other countries,train
845,The human genome should be patented,test
415,The US and Israel should join the International Criminal Court,train
389,That Israel’s West Bank Settlements are an Obstacle to Peace,train
60,We must support public service broadcasters,train
955,Gorbachev was a key player in the fall of the Berlin Wall,train
260,Abolish the US Electoral College,test
244,Restrict the right to Habeas Corpus as part of efforts to combat terrorism,train
96,Positive discrimination has to be used to increase diversity in university,train
155,"All literature, art, photography, film and music should be released under Creative Commons licenses",train
808,Television is one of the most effective mediums through which to teach and inspire youngsters,dev
42,We should fear the power of government over the Internet,test
226,"Film stars, music stars and other popular entertainers should not be participating in party-political campaigns",test
570,It is appropriate to build a muslim community center (aka the ''Ground Zero Mosque'') near the World Trade Center site ,dev
892,"the teacher is always right, even when s/he is not.",train
548,Replace aid with remittances,train
994,Poorer Countries Should Abandon Free Trade Agreements,train
941,Romeo and Juliet is unsuccessful as a tragedy,test
826,Stop the Olympic Games,test
76,Illegal immigrants must be given drivers licenses,train
799,Religious education Should be a part of the School curriculum,train
233,The Dalai Lama’s ‘third way’ in Tibet,test
812,Chocolate is good for you,dev
316,Assisted suicide should be legalized,train
715,Does Mother Nature rule the world,train
566,Any vaccines should be required for children,train
932,In a democracy all votes should be equal.,train
107,Hate crime 'enhancements' are unjust,dev
787,The UK is truly a democracy,train
444,"As the developed world, we must fund African climate adaptation",train
900,Valentines Day is just a Hallmark ploy,dev
111,It is be ok to use racial profiling as part of airport security checks,train
685,Reality TV has gone too far,train
32,The United Nations Security Council should be expanded,test
228,We must let Catalan hold an independence referendum,train
828,Governments Should Try To Reduce The Gap Between Their Richest And Poorest Citizens,train
809,DNA testing is worth the money,train
905,The EU does have a future,test
242,Grant politicians immunity from prosecution,test
119,All illegal immigrants must be repatriated,test
528,Allow biased versions of history to be taught in schools,train
517,We should not slaughter animals which have not been stunned first.,test
836,The Minimum Driving Age Should Be Raised to 18,train
273,Abolish congressional earmarks,test
63,Newspapers belong to the past,train
319,UK would have more influence outside the EU,train
577,Lowering the federal corporate income tax rate does create jobs,train
204,We must enable free movement of labour across Africa to alleviate poverty disparities.,train
25,The Catholic Church is justified in forbidding the use of barrier methods of contraception,dev
281,There is a need for developing tactical nuclear weapons,train
640,Examinations are a fair way of testing our knowledge,dev
371,We should pull out of the Article 98 Agreements that prevent US soldiers from being sent to the ICC for trial,test
231,Greece should default on its debt and return to the Drachma,train
409,Dictatorship is the best path to development,test
152,The state should provide broadband internet through nationalized companies,train
368,Immunity for head of state is a good idea,train
674,The Death Penalty Should Be Imposed For Acts Of Terror That Cause Death,train
270,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,test
692,There should be video replays for refs in football,train
503,Raise the school leaving age to 18,train
737,Slang prevent young people from being able to communicate properly,train
265,We must extend NATO membership to Georgia and Ukraine,train
600,Net neutrality should be restored,train
938,"Obese people, in countries with a national health service, should face higher taxes",dev
633,States ought not possess nuclear weapons,train
967,Foreign workers should be given the right to vote in local elections where they work,train
282,Abolish nuclear weapons,train
381,We should ban the depiction of smoking in films,train
386,The US should have done more for Darfur,train
733,Wind farms are a good solution to the energy crisis,train
418,The European Union should be a trade bloc rather than a political union,train
266,We must invade and forcibly reunify the Korean peninsula,train
554,Any society must have a national minimum wage,train
429,Europe still needs a constitution,train
28,"Democracy has to be imposed, if needed",test
124,Playoffs must be implemented in collegiate level american football,train
667,All evidence gathered by intelligence agencies should be admissible in courts of law,train
284,Britain should join the Euro currency,train
348,Mandatory sentencing is fine.,test
893,Experience is the key success for entrepreneurship.,dev
224,Should the United States scale back the War on Drugs?,test
610,Corporal punishment be used in K-12 schools.,train
104,The USA's social security schemes should be privatized,train
867,People on job seekers allowance who refuse a job should lose their benefits,train
863,All third world debt should be dropped,train
642,People should lose their jobs for saying the wrong thing,train
744,The glass ceiling for women still exists,train
440,You should always suspend directly delivered foreign development aid,train
991,Democracies should ban the display of communist and Nazi symbols,test
716,We should ban the church of scientology,train
100,Nations of the world should increase protection of the economic and social rights of migrants,test
165,The new technologies will make entrepreneurs of Africa’s youth,train
439,"In the conflict between Israel and Palestine, a two-state solution is better justified than a one-state solution",train
975,A Doping Cheat’s Entire Olympic Team Should Be Stripped Of Their Medals,train
451,The outcome of the Paris Climate Conference needs to be an international treaty with binding emission cuts,test
213,The House of Lords should be reformed,test
66,Access to the websites that deny the Holocaust must be blocked,train
217,We must disband NATO,train
978,Co-Educational Schools Should Be Supported,dev
120,Racial quotas must be set in South African rugby,train
881,Russia is a land of democracy (not autocracy),train
631,Civil Disobedience Can Be Justified,train
293,Allow voting at 16 in European Parliament elections,train
954,Lady Macbeth is the real driving force behind King Duncan’s murder in Shakespeare’s Macbeth,train
998,Same-Sex Marriage Should Be Legal,train
417,All veto powers of individual EU member states must be lifted,train
15,"A new global body, the United Nations Committee for Internet Related Policies, take over internet governance.",train
349,Hold students legally responsible for bullying if it resulted in the victim's death,train
590,The United States return to a gold standard,train
384,War criminals should be prosecuted,train
300,Death penalty is justified,train
101,Children in developing countries should be sponsored,train
85,The EU should offer asylum to women from countries which have legislation that discriminates against women,train
565,Abortion should be legal,train
347,We should legalize drugs,train
620,Genetics is a defence to murder,train
806,Wikileaks is a threat to national security,train
918,The Police Should Use Racial Profiling To Tackle The Problems Of Illegal Immigration.,train
308,Capital punishment should be abolished in Africa,train
919,The UN Human Rights Council should be abolished,train
276,There must be a single European Union army,train
774,We should be trying to avoid contact with aliens.,dev
538,Defending the enemies of one's nation is legitimate free speech,train
340,NATO has succeeded in Afghanistan,test
211,The Arab Spring revolutions can create stable democracies.,train
289,Create a UN standing army,train
675,Housewives Are More Responsible Mothers Than Working Women,train
518,Cease the exploitation of the Arctic Region,dev
353,Criminal justice should focus more on rehabilitation,dev
106,Cohabiting couples who wish to end their relationships should be allowed to request that the courts supervise the division of their property,train
507,Poetry should not be taught in schools,train
109,Partial birth abortions should be banned,train
460,We must ban the promotion of diets,train
494,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions,train
280,There must be referendums held on any new EU treaty,train
846,Britain should adopt Sharia law,train
749,Winning the Champions League Is Better Than Winning the Premier League,test
187,We must legalize the use of cell phones in cars,train
3,Trade is better than aid,train
2,Celebrities should be exempt from National Service (in South Korea),train
567,Social Security should be privatized ,train
697,Illegal downloaders should be cut off from the internet,test
10,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,train
569,The D.A.R.E. program is good for America's kids (K-12) ,dev
11,Internet access is a human right,train
1004,Net Neutrality – All Internet Traffic Should Be Treated Equally,dev
