claim_id,claim_text,prompt
50,We must bring back corporal punishment,"What do you think about the following claim? Claim: ""We must bring back corporal punishment"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
971,The US should immediately close Guantanamo Bay.,"What do you think about the following claim? Claim: ""The US should immediately close Guantanamo Bay."" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
216,We should limit the right to bear arms,"What do you think about the following claim? Claim: ""We should limit the right to bear arms"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
343,We must limit anonymous contributions from corporations and individuals to super PACs,"What do you think about the following claim? Claim: ""We must limit anonymous contributions from corporations and individuals to super PACs"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
909,Scotland should cede from the union.,"What do you think about the following claim? Claim: ""Scotland should cede from the union."" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
346,US must get rid of the double jeopardy rule,"What do you think about the following claim? Claim: ""US must get rid of the double jeopardy rule"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
37,Music containing lyrics that glorify violent and criminal lifestyles should be banned,"What do you think about the following claim? Claim: ""Music containing lyrics that glorify violent and criminal lifestyles should be banned"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
249,We must ban negative advertising in political campaigns,"What do you think about the following claim? Claim: ""We must ban negative advertising in political campaigns"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
169,The niqab and other face coverings in schools must be banned,"What do you think about the following claim? Claim: ""The niqab and other face coverings in schools must be banned"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
963,Humans should eat meat,"What do you think about the following claim? Claim: ""Humans should eat meat"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
689,The world should go vegan,"What do you think about the following claim? Claim: ""The world should go vegan"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
908,Governments of resource-rich nations should impose high taxes on mining and extraction,"What do you think about the following claim? Claim: ""Governments of resource-rich nations should impose high taxes on mining and extraction"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
310,We must all believe in fundamental human rights,"What do you think about the following claim? Claim: ""We must all believe in fundamental human rights"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
980,The environment is being sacrificed for the economy,"What do you think about the following claim? Claim: ""The environment is being sacrificed for the economy"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
123,Restrictions must be imposed on overseas players in football,"What do you think about the following claim? Claim: ""Restrictions must be imposed on overseas players in football"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
497,School uniforms must be banned,"What do you think about the following claim? Claim: ""School uniforms must be banned"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
151,Targeted online advertising on the basis of user profiles and demographics must be banned,"What do you think about the following claim? Claim: ""Targeted online advertising on the basis of user profiles and demographics must be banned"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
657,Gorbachev Was Responsible for The Collapse Of The USSR,"What do you think about the following claim? Claim: ""Gorbachev Was Responsible for The Collapse Of The USSR"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
49,History has no place in the classroom,"What do you think about the following claim? Claim: ""History has no place in the classroom"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
515,Homework should be banned.,"What do you think about the following claim? Claim: ""Homework should be banned."" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
70,Major league baseball should continue to allow collisions at home plate,"What do you think about the following claim? Claim: ""Major league baseball should continue to allow collisions at home plate"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
934,The internet’s anonymity is beneficial,"What do you think about the following claim? Claim: ""The internet’s anonymity is beneficial"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
508,Provision of higher education must be funded by taxing graduates,"What do you think about the following claim? Claim: ""Provision of higher education must be funded by taxing graduates"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
589,More gun control laws should be enacted,"What do you think about the following claim? Claim: ""More gun control laws should be enacted"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
811,Individuals have a moral obligation to assist people in need,"What do you think about the following claim? Claim: ""Individuals have a moral obligation to assist people in need"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
841,Violent video games cause violent crime,"What do you think about the following claim? Claim: ""Violent video games cause violent crime"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
182,We have to produce high quality generic drugs for Africa,"What do you think about the following claim? Claim: ""We have to produce high quality generic drugs for Africa"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
668,Historical Artefacts Should Be Repatriated to Their Country of Origin,"What do you think about the following claim? Claim: ""Historical Artefacts Should Be Repatriated to Their Country of Origin"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
933,History as a subject in school is needed,"What do you think about the following claim? Claim: ""History as a subject in school is needed"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
878,Newspapers Are a Thing of the Past,"What do you think about the following claim? Claim: ""Newspapers Are a Thing of the Past"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
82,Developing nations should place restrictions on rural-urban migration,"What do you think about the following claim? Claim: ""Developing nations should place restrictions on rural-urban migration"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
