claim_id,perspective_id,text,stance
717,5954,The US did not have legitimate authority,undermine
717,26086,The US did not have proper authority to act.,undermine
717,26087,It was illegal for the US to act.,undermine
717,5949,Precedent established that unjust aggression would not be accepted. ,support
717,5945,The Coalition had a high probability of success,support
717,5952,The US did not have the right intentions,undermine
717,26084,The intentions of the US were suspect.,undermine
717,26085,The US' intentions were wrong.,undermine
717,5946,"Iraq could have posed a threat to other US allies in the region, e.g. Saudi Arabia and Israel",support
717,26082,Iraq acted in a way that threatened the sovereignty of the US allies Saudi Arabia and Israel.,support
717,26083,"Iraq's actions were a direct threat to the United States regional allies, chiefly Saudi Arabia and Iran.",support
717,5943,The US had Legitimate Authority to go to war,support
717,26080,The US had just cause for exerting force in responce to perceived aggression.,support
717,26081,The US had every right to engage in the emerging conflict.,support
421,3141,Journalism should report the experiences of the vulnerable and oppressed just as much as those of the elite and powerful. ,undermine
421,23597,It is the responsibility of journalists to report on both the powerful and oppressed.,undermine
421,23598,"Journalism must cover experiences of all members of a society, the rich and the poor, the powerful and oppressed.",undermine
421,3136,"Broadcasters almost never show scenes of torture or torment because they know this will cause offence, the same principle should apply here.",support
421,23593,Networks should not show offensive material.,support
421,23594,Torturous scenes should be kept from publication.,support
421,3139,The job of a journalist is to report the world and events as they see them. Cultural sensibilities do not alter the fact that these events have happened.,undermine
421,23595,Cultures cannot determine news.,undermine
421,23596,"These events have happened, whether cultures approve of them or not.",undermine
635,5277,"Animosity Between Turkey and Existing Member States, i.e. Greece",undermine
635,25678,There is significant animosity between Turkey and some existing member states.,undermine
635,25679,Some members of the EU have poor relationships with Turkey.,undermine
635,5279,Fear of a Backlash Due to Turkey's Political and Religious Influences,undermine
635,25680,Turkey's political and religious influences could result in backlash.,undermine
635,25681,"Turkey has different political and religious influences than other member states, which could cause issues.",undermine
635,22406,Other similarly situated countries including Romania and Bulgaria have be accepted into the EU.,support
635,22407,There are precedents including the admission of Romania and Bulgaria into the EU.,support
635,25676,"As a matter of precedent, Turkey should be allowed into the EU.",support
635,25677,"Both Romania and Bulgaria have joined the EU, so it is appropriate for Turkey to be allowed in as well.",support
635,1623,"Turkey has precedents, such as Romania and Bulgaria, both of whom were accepted into the EU",support
635,5276,Precedent (Romania and Bulgaria),support
635,1629,Turkey would be an unstable Muslim state in a traditionally Christian union,undermine
635,22410,Turkey does not fit well because it is an unstable Muslim country while the EU has a Christian history.,undermine
635,22411,The religious backgrounds of the EU being Christian and Turkey being Muslim and also not being stable are problems.,undermine
635,1628,Turkey has a poor human rights record,undermine
635,1624,Turkey joining the EU would help the international fight against terrorism,support
635,1627,Turkey is a highly unstable democracy in an unstable part of the world,undermine
635,22408,The lack of stability in Turkey's democracy and in the area around Turkey are factors that argue against admission to the EU.,undermine
635,22409,The EU will not benefit by adding a country with an unstable democracy in an unstable part of the world.,undermine
635,1625,Any country that fulfils the accession criteria should be allowed to join,support
635,1626,The geographical definition of Europe must be limited and does not include Turkey,undermine
312,2313,Why a flat tax isn't 'fair': ,undermine
312,2315,Why a flat tax is regressive,undermine
312,2310,Why a flat tax is fairer,support
285,2145,"The longer a single leader remains in power, the more entrenched his grip becomes, and the more likely he is to use his office to his personal advantage.",support
285,22849,Longer terms for Politicians could lead to unfairness in governing,support
285,22907,"If a single leader sits on the throne for too long, it's more likely for the leader to exploit his or her power. ",support
285,2107,"The longer a politician remains in office, the more entrenched his grip becomes, and the more likely he is to use his office to his personal advantage:",support
285,22908,"If there's no term limit, the leader will likely exploit his power to personal advantages by staying too long in the office. ",support
285,22909,"the longer someone is  in power, the more likely he will use it for personal advantage",support
285,22910,"as times went one, the more someone is in control of his power, the more likely he will succumb to use such power for personal advantage",support
285,22915,"By imposing mandatory term limits on politicians, we are saying the citizens are not capable of making good decisions about their elected officials.",undermine
285,2148,"Term limits are undemocratic and suggest, falsely, that voters cannot make intelligent decisions about their leaders on their own.",undermine
285,22916,The use of term limits in politics shows a lack of faith in the ability of voters to choose the best candidate for office.,undermine
285,22852,Term limits should be voted on ,undermine
285,22917,"By having term limits, it makes voters feel that they can't decide on a leader by themselves",undermine
285,22918,"With term limits, voters are not seen as intelligent voters",undermine
285,2109,"Term limits are undemocratic and suggest, falsely, that voters cannot make intelligent decisions about their representatives without guidance:",undermine
285,22846,congress needs term limits to ensure different points of views ,support
285,22848,term limits help with fresh ideas,support
285,22912,Term limits allows new blood in the office and prevents one leader from staying in power for too long.,support
285,2146,Term limits check the power of incumbency as an election-winning tool and allow new and energetic leaders and ideas to flourish.,support
285,22913,term limits allow a balance check and allow for new fresh leaders to take position,support
285,22847,it is our best interest to have term limits for diversity,support
285,2106,Term limits create more competitive elections for public office that empower new leaders and ideas:,support
285,22911,Having a new leader allow new ideas and thoughts in the office. ,support
285,2110,The incentive for corruption and self-enrichment in office is increased by term limits:,undermine
285,22854,Term limits could lead one to be more dishonest to get the job done quicker,undermine
285,22919,"Having term limits on some leaders, puts too much power in the hands of non-limited officials.",undermine
285,22920,"When some leaders are subject to term limits and some are not, the balance of power in uneven.",undermine
285,22921,"With term limits, there is too much power given to those that aren't leaders",undermine
285,22922,Term limits take too much power away from the leaders that were chosen,undermine
285,2150,"A strong, consistent executive may be desirable in many cases.",undermine
285,22923,"There are some circumstances when one would want a strong, consistent executive branch of government in place.",undermine
285,22924,"There are many instances when having a powerful, unlimited executive branch of government is best.",undermine
285,22925,It may at some point be desirable to keep around a certain executive longer than terms decide,undermine
285,22926,In some instances it may be better to not have term limits if there is a good leader at the time,undermine
285,2147,Freeing the executive from re-election concerns can help focus attention on the public interest,undermine
285,2144,"The executive branch of government, having no countervailing voices to the leader s’ within it, must be checked by limiting tenancy in office.",support
285,22903,"By imposing a term limit in office, we can limit the power of executive branch of government.",support
285,22904,The power of executive branch of government must be checked by having a term limit for the leader in the office. ,support
285,22905,there should be a tenancy for the executive branch of government as to keep in check the power of its leaders,support
285,22906,the executives brances with no opposing voices to the leaders must be imposed term limits,support
738,6097,Farmers can’t survive,undermine
738,26132,It is impossible for farmers to survive.,undermine
738,26133,It becomes unreasonably difficult for farmers to survive.,undermine
738,6093,Market flexibility is stifled,support
738,6092,The money could be spent elsewhere,support
738,26130,The money could be used for other things.,support
738,26131,We could spend the money elsewhere.,support
738,6098,The market needs stability,undermine
283,2094,"Deregulation contributed to the banking crises and, therefore the 2009 economic crash ",undermine
659,5479,Children need to have fun,support
659,25816,Children should have fun by going outdoors as its crucial for their wellbeing.,support
659,5483,Nature encourages mental wellbeing,support
659,25817,Being outdoors is great for someone's mental wellbeing.,support
659,25818,Children should enjoy nature by being outdoors more.,support
659,5478,Children need to socialise with other children,support
659,25814,Children greatly benefit when they socialize with other kids.,support
659,5477,Children need to be exposed to germs,support
397,2956,"The veto power was granted legally to the P5 by the other participating states, and therefore the P5 have a right to those powers.",undermine
397,23452,It is appropriate for the veto power to remain in place.,undermine
734,6061,Our actions are determined by external factors or by choice,support
734,6064,"This implies falsely that man operates on pure instinct from which he cannot vary, placing him on the level of animals.",undermine
698,5801,Celebrities are generally selfish,undermine
698,25983,Celebrities only think about themselves,undermine
698,5800,It will inspire children into politics,support
698,25981,A celebrity minister can interest children with politics,support
698,25982,Politics will be more interesting to children if inspired by a celebrity minister,support
506,3747,Homework puts students off learning,support
506,3810,"Homework has little educational worth, and therefore is a waste of students' time",support
506,3819,"Homework is an essential part of education, allowing students to learn information beyond that which they are taught at school.",undermine
506,24209,Homework is crucial to a well rounded education as it is the means by which students are encouraged to learn beyond the school curriculum.,undermine
506,24210,Homework allows students to explore and learn beyond the instruction they are given in the classroom.,undermine
506,3817,Homework ensures that students practise what they are taught at school,undermine
506,3818,"Homework provides a link between child, school and the home",undermine
506,7508,"Yes, kids need to balance out mental and physical exercise.",support
506,26920,Kids need time to do many different kinds of activities. ,support
506,26922,There needs to be a balance for kids between mental and physical stimulation.,support
506,26923,Mental stimulation and physical exercise need to have the proper balance in children.,support
506,25472,There is no evidence that homework makes a difference for young children.,support
506,5035,There is a lack of evidence that homework helps younger children,support
506,25471,Small children are not helped by having homework.,support
506,5033,Too much homework can be harmful,support
506,7507,Yes Homework Should Have A Limit,support
506,7509,"Yes, it should.",support
506,25467,Assigning large amounts of homework isn't good for students.,support
506,25468,Too much homework is detrimental.,support
506,5034,Homework disadvantages low-income students,support
506,25469,Low-income students are at a disadvantage when it comes to homework.,support
506,25470,Homework doesn't help low-income students succeed.,support
506,5032,Homework allows parents to be involved with their child's learning,undermine
506,25463,Homework is beneficial because of parent/child involvement,undermine
506,25464,Homework helps parents understand what their children are learning.,undermine
506,25465,Homework can get parents involved,undermine
506,25466,Homework helps involve parents ,undermine
506,5030,Homework improves student achievement,undermine
506,25457,Assigning homework to students improves their level of achievement,undermine
506,25458,homework is good for students,undermine
506,5031,Homework helps to reinforce learning and develop good study habits and life skills,undermine
506,25459,Homework teaches good habits and responsibility,undermine
506,25461,Homework is good for learning,undermine
506,25462,Homework is good to create study habits,undermine
383,2845,Beauty contests are culturally insensitive,support
383,2843,Beauty contests are patriarchal,support
383,2844,Beauty contests objectify women,support
383,23396,Beauty contests can be harmful to women and their self esteem.,support
383,23397,"Due to the degrading nature of beauty pageants towards women, they should be banned.",support
218,1617,"Government was required to drive through major changes such as drives for equality within society, universal education, and preservation of the environment. Mostly in the teeth of big business ",support
279,2060,Terrorism can bring attention,support
279,2061,Terrorism is relative,support
279,2059,Terrorism can lead to discussion,support
795,6442,Junk Food Can Increase The Risk Of Diabetes,support
795,26329,Unhealthy foods lead to a higher risk of diabetes.,support
795,26330,Eating junk food can make it more likely to receive a diagnosis of diabetes.,support
795,6440,Junk Food Can Cause Obesity,support
795,26325,Eating junk food leads to obesity.,support
795,26326,Obesity is caused by junk food.,support
795,6441,Unhealthy Food May Be Bad For Brain Function,support
795,26327,Junk food can hinder the brain's performance.,support
795,26328,Brain function is inhibited by unhealthy foods.,support
795,6443,Banning Junk Food In Schools Could Decrease The Frequency Of Heart Disease,support
795,26331,Heart disease can be caused by junk food.,support
795,26332,The frequency of heart disease in schools could be lowered by banning junk food.,support
795,6444,Junk Food Can Have Negative Affects On Bone Health,support
795,26333,Eating junk food can be detrimental to bone health. ,support
795,26334,Junk food has been associated with poor bone health. ,support
795,26336,A healthy diet starts from home and starts early. ,support
795,3488,Schools are the best place to create lasting lifestyle changes.,support
795,23878,Schools are the best at changing lifestyles,support
795,23879,Schools set the foundation for life,support
795,23880,Schools are the best place to create lasting positive habits. ,support
795,23881,Schools are the best place to implement long lasting lifestyle changes. ,support
795,6445,Habits Are Often Formed During Childhood And It's Important To Ensure That Kids Eat A Healthy Diet In School,support
795,6446,Bans On Junk Food Have Been Successful,support
795,26335,Start your children early on the habit of  good healthy food and it will stay with them throughout their lives.  ,support
795,3490,"Schools should educate about healthy choices, not make them on the students’ behalf.",undermine
795,23886,Students should be educated to make healthy dietary choices.,undermine
795,23919,schools should educate on health,undermine
795,23887,"Students should not be forbidden from eating certain foods, they should be educated about them.",undermine
795,23889,schools should educate the masses on healthy choices,undermine
795,3489,Better nutrition leads to better students.,support
795,23882,Good food is better for students,support
795,23883,Good food helps create better students,support
795,23884,Better nutrition leads to more productive students.,support
795,23885,Better nutrition leads to a better student body. ,support
795,3493,Pupils will bring unhealthy food with them to schools. ,undermine
795,23950,"If ""junk food"" is banned, students will simply bring their own food to school.",undermine
795,23951,"Banning ""junk food"" is not the answer because then students will simply bring their own ""junk food"" from home.",undermine
795,3492,“Junk food” sales are an important source of funding for schools. ,undermine
795,23948,"The sale of ""junk food"" items provide vital financial assistance to schools.",undermine
795,23949,"""Junk food"" revenues provide schools with much needed financial assistance.",undermine
411,3064,Showing Africa can solve its own problems,support
411,3065,There is no need for an AU force,undermine
411,23569,An African Army will be a drain on the economy and ineffective.,undermine
411,3067,An AU force will be inexperienced,undermine
411,3063,African forces will be trusted by Africans,support
888,7158,There is pressure on you to fail New Year's Resolutions.,undermine
888,7157,We shouldn't just do something because it is New Year.,undermine
888,7153,It is the best time to start planning your year.,support
888,7156,A goal for a whole year is unrealistic.,undermine
512,3793,Private schools encourage elitism,undermine
512,3794,Private schools lack diversity,undermine
512,24176,Private schools aren't diverse,undermine
512,24177,Private schools don't have unique demographics,undermine
512,24178,One problem with private schools is that they lack diversity,undermine
512,24179,A lack of diversity is one issue with private schools,undermine
512,3791,Private schools are financially beneficial for state schools,support
512,24168,Private schools are financially good for the state,support
512,24169,State schools receive financial benefits because the private schools,support
512,24170,One benefit of private schools is that they financially help state schools,support
512,24171,Private schools can also be good for state schools,support
512,6678,It creates stereotypes and tensions within society,undermine
512,6680,Removing 'choice' will improve the overall standard of our schools.,undermine
512,26511,too many choices lead to substandard outcomes,undermine
512,6684,Private schools aren't necessarily good for the child.,undermine
512,26513,what is the best for the child is not always the private education,undermine
512,6683,Private Schools inhibit reform of the public system,undermine
512,6691,Abolishing a good service on the basis that some cannot afford it is absurd,support
512,26523,Abolishing a good service that is unaffordable is a disservice to humanity.,support
512,26524,It's ridiculous to abolish a good service based on inability to afford.,support
512,6687,Private schools create competition ,support
512,26517,better schools lead to better schools,support
512,6688,"In a civilised society, there should be plenty of choice",support
512,26519,choices are integral to modern civilized society,support
512,6690,The goverment can't afford to take on more school children,support
512,26521,More school children would be a hardship on the government.,support
512,26522,The government needs financial help to take on more school children.,support
512,6694,Private schools one on one time with individual teacher and student enables better results in the long run.,support
512,26525,Private schools provide individual time for students and teachers for best results.,support
512,26526,Teachers can benefit students better with one on one time in private schools.,support
410,3058,Such a big project is beyond DRC’s capacity,undermine
410,23563,THe dam project is too complex,undermine
410,23564,The area isn't developed enough to take on the dam project,undermine
410,3059,A dam would damage the environment,undermine
410,23566,the dam could harm the area around it.,undermine
410,3057,A dam could make the Congo more usable,support
410,3054,The dam would power Africa,support
410,23559,the dam would improve the lives of people,support
318,2355,Having trial by jury for people accused of very small offences is a waste of resources.,support
318,2356,It may be necessary to limit trial by jury in cases where it is impossible to recruit an impartial jury.,support
318,23097,trials need be limited,support
318,2354,Judges are better at delivering justice than juries are.,support
318,23095,Judges are good at justice,support
318,2359,Trial by jury is a fundamental right and should never be abridged.,undermine
318,2360,"Limiting trial by jury in some cases sets the stage for limiting it in other, unjustified, cases.",undermine
318,2352,"It may be necessary to limit trial by jury in terrorism cases, or other cases surrounding large national security issues.",support
318,23091,"In cases involving national security, limiting the jury can be a necessity.",support
318,23092,Cases involving terrorism or national security issues may need to be limited.,support
318,2353,It may be necessary to limit trial by jury in cases where there is a real danger of jury tampering or intimidation.,support
318,23093,"When there is evidence of jury tampering or intimidation, limiting the choice of trial be jury is necessary.",support
318,23094,Limiting trial by jury is necessitated by times of jury tampering or intimidation.,support
509,3766,Equality of opportunity between richer and poorer children,support
509,3769,The most vulnerable children would be left behind by the scheme,undermine
509,24150,The scheme leaves behind the most vulnerable children.,undermine
509,24151,The children left behind by the scheme are the most vulnerable.,undermine
509,24152,If the scheme leaves out any children it is not worth it.,undermine
509,24153,The scheme should be for all children.,undermine
509,3768,Increasing parents' freedom of choice,support
509,24146,A voucher system increase parents' freedom of choice.,support
509,24147,The use of a voucher system increases parents' freedom of choice.,support
509,24148,Parents must not give up their voice.,support
509,24149,Parents are their child's voice.,support
509,3770,Only well-off families will benefit from increased freedom of choice,undermine
509,24154,Wealthy families are the people that will gain more from being able to determine their own actions.,undermine
509,24155,Being able to choose freely will help rich households even more.,undermine
798,6462,Rewards are relatively ineffective for motivating students,undermine
798,26341,Inner motivation is key to a students success; not rewards. ,undermine
798,26342,Rewards do not always work in motivating students. ,undermine
942,7573,Children can use the money.,support
942,26952,Children should work because they need the money.,support
942,26953,Children have many expenses and a job would help pay for them.,support
942,7577,children will be exploited,undermine
942,7574,They will have the satisfaction of a job well done.,support
942,26954,Children should work because a job provides satisfaction.,support
942,26955,"Doing a good job provides satisfaction to workers, including children.",support
942,7575,a good option for an un-academic child,support
942,7572,Teaches them valuable life skills,support
942,26950,Working part time prepares children for the real world.,support
942,26951,Children should work because a job teaches valuable life skills.,support
942,7576,they don't have time,undermine
942,26956,Children are busy with school and activities and don't have time for work.,undermine
942,26957,School is demanding and doesn't allow children time to work.,undermine
236,1739,"One person, one vote is a basic principal of democracy when the vote of one person is worth 10,000 time as much as that of another is simply undemocratic",support
236,22475,All votes should be equal.,support
236,22476,It is not democratic for some votes to be worth more than others.,support
236,1740,"The disproportionate influence of former politicians inevitably benefits old, powerful, white men ",support
236,1741,Candidates solicitation of superdelegates damages the political system and requires candidates to go through contortions to secure their support,support
257,1894,The Republican Party has been hijacked by the Tea Partiers who simply don’t have a coherent message or ideology,support
257,22639,The Tea party has totally hijacked the Republican Party with their incoherent ideas.,support
257,22640,The incompetent ideologies and messages from the Tea Party have taken over the Republican Party.,support
257,1895,Having won the economic argument during the Reagan years – both with Russia and the Democratic Party – the Republicans now address social concerns and do so with a consistent message.,undermine
257,1892,"The leadership of the Republican Party simply has nothing to do with its membership as a result no candidate has, or can, capture the imagination.",support
257,1893,"Just as with other parties around the world, once the dominant argument of a political party proves to be a busted flush it takes about a decade to recover",support
162,1204,Intercept evidence is simply not reliable enough to be effective evidence in court.,undermine
162,21949,Evidence needs to be more reliable than intercept evidence if it is to used in court.,undermine
162,1205,Common authorisation for wiretapping would result in misallocation of resources.,undermine
162,1201,Intercept evidence deals particularly well with cases of conspiracy and criminal gangs which have a widespread network.,support
162,21945,Intercepted evidence is a strong tool against widespread criminal networks.,support
162,21946,Widespread criminal networks can be dealt with using intercepted evidence. ,support
162,1203,Wiretapping can actually threaten the success of intelligence services in preventing crime and helping to prove criminals guilty.,undermine
162,21947,Wiretapping can jeopardize investigations.,undermine
162,21948,Wiretapping can be couterproductive.,undermine
162,1199,Intercepted evidence could be incredibly useful for both prosecution and defence cases in many trials.,support
162,21941,Intercepted evidence is very useful to both sides of a trial.,support
162,21942,Interception of evidence aids both prosecution and defense.,support
162,21943,Both sides of a criminal case would benefit from intercepted evidence.,support
162,21944,In many trials the use of intercepted evidence would be beneficial to both the prosecution and the defense teams.,support
162,1198,Wiretapping is a highly effective method which helps to prevent serious crime and secure convictions for criminals.,support
162,21937,Wiretapping is effective in preventing crime and catching criminals.,support
162,21938,Wiretapping makes it easier to stop crimes and catch the bad guys.,support
162,21939,The use of wiretapping is highly successful and helps to both prevent crime and provide justice. ,support
162,21940,Wiretapping has a high level of benefit to both reduce serious crime and prosecute criminals.,support
763,6267,Gay people are going to hell.,undermine
763,6264,Gay - Nature or Nurture?,undermine
763,6265,The simple continuation of mankind proves the heterosexuality is predominant,undermine
95,705,ASBOS encourage antisocial behavour,support
95,707,There is no respect among the population for ASBOS,support
95,21540,The classicification of some behavior as anti-social (Anti-Social Behavior Orders or ASBOS) is not respected by the people.,support
95,21541,Most people no longer  agree with the Anti-Social Behavior Orders (ASBOS) classifications.,support
95,704,ASBOs do not address the real problem,support
95,706,ASBOS breach basic principles of justice,support
879,7114,Government spending is the only way to increase much needed consumption,support
188,1400,This gives people false hope,undermine
188,22193,Terminally ill patients would be getting false hope,undermine
188,22194,This would give terminally ill patients and their families false hopes.,undermine
188,1402,"This policy enhances the role of drug reps and advertising, at the cost of evidence-based medicine",undermine
188,1397,It is cruel to deny people the last hope,support
188,22189,It is amoral to deny terminal patients last hope treatments,support
188,22190,Denying terminally-ill people last hope treatments is cruel,support
188,1396,Freedom of Choice,support
188,1401,This reduces the incentive for pharmaceutical companies to complete the testing process,undermine
188,1399,Disastrous impact on medical trials,undermine
188,22191,Medical trials of experimental treatments would be greatly jeopardized,undermine
188,22192,The consequences on clinical testing of experimental treatments would be disastrous,undermine
19,136,"There is no distinction between ""natural"" and synthetic methods of performance enhancement",support
19,137,"Controlling, rather than ignoring, performance enhancing substances will improve competitive standards in sport",support
19,20956,Allowing performance enhancing drugs in sports will lead to better competition and improved athletics.,support
19,135,Athletes should be free to take risks when training and competing,support
19,20954,Taking more risks in training and competition would allow athletes the freedom to become the best competitors they can be.,support
19,142,Protecting young and vulnerable athletes,undermine
19,20959,we must sanction the use of performance enhancing drugs in pro sports to protect young and vulnerable athletes.,undermine
19,20960,Performance enhancing drugs are particularly dangerous to young and vulnerable athletes and should therefore be sanctioned.,undermine
19,139,Drugs will undermine the central philosophy of sport,undermine
19,20957,Sports is about competing on a level playing field and allowing drugs will ruin that.,undermine
19,20958,Sports will become even more dangerous for athletes if they are allowed to take performance enhancing drugs. ,undermine
129,954,This could simply swap inequalities around,undermine
129,953,Destroying the pleasure of watching certain sports,undermine
129,950,Encouraging future female athletes,support
129,21743,promote sport for future female athlese,support
129,948,Athletes should decide for themselves.,support
129,21735,Athletes should be able to make their own decisions.,support
129,21739,stop discrimination in sport,support
129,21740,discrimination in sport should be removed,support
129,949,Preventing discrimination in sport,support
129,933,The sports world is unfairly dominated by a male-orientated world-view. ,support
129,650,There should be equality between men and women. ,support
129,5130,Equality Between the Sexes,support
129,21493,Equality in the sexes is of vital importance.,support
129,21494,Male and female equality is vital to society.,support
129,25565,Women must accept the same risks as men if they want to be judged on an equal scale.,support
129,25566,If women want the equal benefits with men they must be willing to do the same things.,support
387,2876,Conditions at Guantanamo are unjust and unacceptable: ,support
387,23410,Prisoners at Guantanamo experience unconscionable treatment.  ,support
387,23411,The conditions at Guantanamo violate prisoners' basic rights.,support
387,7772,Guantanamo Bay’s Lack of Transparency Counters American Interests.,support
387,27062,American interests are counted by Guantanamo Bay's lack of transparency.,support
387,27063,The interests of America are undone by the lack of transparency of Guantanamo Bay.,support
387,7776,Release is not the Solution,undermine
387,7774,Gauntanamo Bay is detrimental to foreign relations for United States.,support
387,7771,Guantanamo Bay Violates Fundamental Human Rights.,support
387,27060,Human Rights are violated by the continued use of Guantanamo Bay.,support
387,27061,The Guantanamo Bay facility is detrimental to Human Rights.,support
387,7773,Guantanamo Bay is a Symbol of Muslim Discrimination that Fuels Terrorist Sentiments,support
387,27064,Terrorist sentiments are fueled by the symbol of Muslim discrimination that is Guantanamo Bay.,support
387,27065,Guantanamo Bay creates an image of Muslim discrimination that continues to increase terrorist sentiments.,support
948,7612,of course they should,support
948,26978,Much time can be wasted on social networking sites.,support
948,26979,Social networking sites are a massive time drain.,support
948,4739,Social media can entice people to waste time.,support
948,25189,Social media tends to have people getting too immersed in it.,support
948,26980,Employees should not waste time on social networking sites. ,support
948,26981,Using social networking sites at workplaces wastes valuable amount of work-time. ,support
948,7613,Soicial Networking Sites are a Time-Waster,support
948,7614,Work is work.,support
948,4738,Social media can lead to stress and offline relationship problems.,support
948,25186,Social media sites often lead to relationship problems and other stress in real life.,support
948,25187,Social media has been linked to stress and problems in personal relationships in the real world.,support
948,4723,Social media sites empower individuals to make social change and do social good on a community level.,undermine
948,25157,Social media sites have helped people raise money for medical procedures.  ,undermine
948,4728,"""Crowdsourcing"" and ""crowdfunding"" on social media allows people to collectively accomplish a goal.",undermine
948,25166,"People can come together to accomplish a goal through ""crowdsourcing"" and ""crowdfunding"" on social media websites.",undermine
948,25167,"""Crowdsourcing"" and ""crowdfunding"" via social media, allows people to assist in a worthy cause.",undermine
948,4726,"Social media allows for quick, easy dissemination of public health and safety information from reputable sources.",undermine
948,25162,Health and safety officers can quickly and easily provide important information to the public when needed.,undermine
948,25163,The public has a reliable source of essential public health and safety information through their social media accounts.,undermine
948,4712,Social media spreads information faster than any other media.,undermine
948,4715,Social media allows people to improve their relationships and make new friends.,undermine
948,25136,social media help people find friends,undermine
948,25137,people who may not have many friends can use social media to get more,undermine
948,25138,People can improve relationships and make new friends with social media.,undermine
948,25139,Making new friends and improving relationships is a perk of social media.,undermine
948,4752,Social media sites' advertising practices may constitute an invasion of privacy.,support
948,25208,Social media sites' advertising practices might invade peoples' privacy.,support
948,25209,Social media sites can have advertising practices that are an invasion to privacy.,support
948,4716,Social media helps empower business women.,undermine
948,25140,business women can improve their life by social media,undermine
948,25142,Business women are empowered through social media.,undermine
948,25143,Social media allows business women to flourish.,undermine
948,4744,"Social media can endanger the military, journalists, and activists.",support
948,25196,"Social media can bring harm to groups such as the military, journalists and activists.",support
948,25197,"There is a danger that social media can bring to the military, journalists and activists.",support
948,4717,Social media sites help employers find employees and job-seekers find work.,undermine
948,25144,When looking for a job social media can help,undermine
948,25145,employers can search social media for new empolyees,undermine
948,25146,Job-seekers may find work with social media sites.,undermine
948,25147,Social media helps job-seekers connect with employers,undermine
948,4727,Social media can help disarm social stigmas.,undermine
948,25164,Social media can help alleviate the shunning of the socially marginalized.,undermine
948,25165,Social media can be a tool in the fight against social discrimination.,undermine
948,4734,Social media allows for rapid communication during crisis events.,undermine
948,25178,Social media facilitates quick and easy contact during times of crisis.,undermine
948,25179,Social media is useful in times of emergencies as it enables instant contact.,undermine
948,4754,"Unauthorized sharing on social media exposes artists to copyright infringement, loss of intellectual property, and loss of income.",support
948,25212,"Sharing on social media without permission can expose artists to copyright infringement, loss of intellectual property, and income loss",support
948,25213,"Unauthorized sharing on social media sites can lead to artists being infringed on their copyrights, loss of intellectual property, and income loss",support
948,4725,Social media helps people who are socially isolated or shy connect with other people.,undermine
948,25160,Those who are more shy and introverted can connect with others through social media.,undermine
948,25161,A bashful individual can fulfill his or her social needs through social media.,undermine
948,4720,Social media increases voter participation.,undermine
948,25150,Getting the word out about how to vote on social media gives more people the chance to participate. ,undermine
948,25151,Social media helped to motivate people to get out and vote. ,undermine
948,4722,Social media is good for the economy.,undermine
948,25154,If you need a local part-time job than post it to social media.  ,undermine
948,25155,Social media helps small businesses find talented workers.  ,undermine
948,4745,Social media harms employees' productivity.,support
948,25198,Employees are constantly losing their focus due to social media.,support
948,4756,Social media posts cannot be completely deleted and all information posted can have unintended consequences.,support
948,25216,Social media posts can't be deleted permanently and the information that is posted can have unintended consequences.,support
948,25217,Social media posts are not able to be completely deleted and all the information that was posted can have unintended consequences.,support
948,4747,"Social media enables ""sexting,"" which can lead to criminal charges and the unexpected proliferation of personal images.",support
948,25202,Many young people talk sexually through social media.,support
948,25203,"If you are not careful, sexting can be a start of criminal activity.",support
948,4736,Social media lacks privacy and exposes users to government and corporate intrusions.,support
948,25182,A potential drawback of social media on societies is that it opens users up to privacy invasions by government and private entities.,support
948,25183,Social media enables government and business interests to invade the privacy of its users.,support
948,4735,Social media enables the spread of unreliable and false information.,support
948,25180,Social media allows for the rapid dissemination of untrue data.,support
948,25181,One drawback of social media is that it quickly facilitates the spread of rumors and falsities. ,support
948,4742,Social media causes people to spend less time interacting face-to-face.,support
948,25192,When people use social media they tend to reduce their personal face-to-face  time with others.,support
948,25193,"Using social media takes time away from real, in-person interaction.",support
948,4732,Social media offers a way for musicians and artists to build audiences even if they don't have a corporate contract.,undermine
948,25175,Those in the arts can increase their audience using social media.,undermine
948,4729,"Social media provides academic research to a wider audience, allowing many people access to previously unavailable educational resources.",undermine
948,25169,More educational resources can be made available through social media.,undermine
948,4746,Social media facilitates cyberbullying.,support
948,25200,Many people use social media to bully people.,support
948,25201,Social media enables people to bully others online.,support
948,4718,Being a part of a social media site can increase a person's quality of life and reduce the risk of health problems.,undermine
948,25148,Social media can help a person connect with people to alleviate depression. ,undermine
948,25149," Social media is good for people who want to interact, but have social anxiety in person.  ",undermine
948,25152,Social media allows people from around the USA to gather together to discuss political ideas and make change.  ,undermine
948,4741,The use of social media is correlated with personality and brain disorders.,support
948,25191,There are some personality and brain disorders that appear to connect to social media usage.,support
948,4730,Corporations and small businesses use social media to benefit themselves and consumers.,undermine
948,25171,Social media is beneficial to corporations and businesses.,undermine
948,4733,Colleges and universities use social media to recruit and retain students.,undermine
948,25176,Students can be recruited to universities through social media.,undermine
948,25177,Social media is often used by higher education to find new students.,undermine
948,4713,Law enforcement uses social media to catch and prosecute criminals.,undermine
948,25128,Social media can help prosecute criminals,undermine
948,25130,Social media allows law enforcement to catch and prosecute criminals.,undermine
